x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,y_0,y_1,y_2,y_3,y_4,y_5,y
0.334652079876,0.00272747201349,0.0545147932802,0.265213545989,0.16595531090600002,0.006266553899020001,0.0,0.0343242161194,0.00907730990744,0.0013813151627,0.00423872424524,0.0,0.137120377201,0.0374185687696,0.347649995652,136.601964773,46.272693181,90.32927159180001,182.874657954,82.4071840994,26.5335059607,55.8736781387,108.94069006,196.65247056,63.5729199487,133.07955061200002,260.225390509,110.241465027,56.944859397399995,53.29660563,167.186324425,76.4070734963,44.5456855355,31.8613879608,120.952759032,136.57977199299998,73.1002048936,63.479567098900006,209.679976886,4.4259734614,3.00609543949,143.657350567,25.7515002117,196.802628818,63.3127143419,4.24367875193,2.78573490371,106.67155356100001,39.278662184699996,139.001135751,72.47716750819998,0.892697048768,0.3748775470220001,0.8112512786929998,0.412513469828,0.580850567971,0.5761414352149999,0.947222523798,0.353298270964,100.911343444,0.25645475299000003,0.40425719992,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.441332141938,0.00239289926394,0.157184232186,0.204246273108,0.0524864197246,0.0,0.0,0.31596784515500004,0.0031774228407600003,0.0100929588069,0.0,0.0,0.0971990563305,0.027827439263299995,0.278283277297,129.52626948399998,59.3369026361,70.1893668477,188.86317212,73.9821337028,34.6303879286,39.3517457742,108.612521631,156.661288535,72.3766207384,84.2846677964,229.037909273,133.55119452899999,63.423112420600006,70.12808210819999,196.974306949,83.51520559859999,45.088412311800006,38.4267932868,128.60361791,141.22207766,67.3614921692,73.8605854904,208.58356982900003,4.18768242072,2.94602543411,130.104648424,24.989313293400002,157.552816072,71.73213550770001,3.95259976149,2.82463090741,108.81932063100001,30.6461558812,147.697599309,68.7074434482,0.973527134308,0.453333170063,0.876908711416,0.503281739812,0.65817966734,0.670534451059,0.966245255743,0.45674960815,65.5159204527,0.566758824685,0.491790956949,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.48632253058,0.0178730686044,0.21171130678,0.245661839138,0.0399983648926,0.0,0.0,0.0031679657516999996,0.00156316560803,0.00366359919331,0.0,0.0009543534394380001,0.0,0.00245212088558,0.07826910255570001,113.9087868,46.3955796642,67.5132071361,160.304366464,67.3480450721,30.9462950779,36.4017499942,98.2943401501,191.46769873099998,51.5384317389,139.929266992,243.00613047,101.608208635,41.3929871758,60.2152214596,143.001195811,61.5376573521,26.7999896816,34.7376676705,88.3376470336,183.92700578,53.0774064633,130.849599316,237.004412243,4.56660411376,3.04744244083,167.333280934,23.2775549024,191.471804771,51.5432871702,4.61109113296,3.04693667219,170.203128061,21.391209266700002,183.929956897,53.0804476025,0.946413109821,0.513858615792,0.8759624633949998,0.555186495886,0.604087677318,0.8050528902339998,0.964173828766,0.504393000588,84.4375736528,0.466574971272,0.491928229671,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.383838836034,0.006636315135380001,0.15849958125900002,0.377850921423,0.0464525132153,0.0,0.0,0.0107407004568,0.0136568160454,0.00153518321597,0.0,0.000626013816689,0.0910526208433,0.035067471590900005,0.468356706845,144.46739779700002,47.2306571154,97.2367406817,191.698054912,81.7944870539,28.2665953681,53.5278916858,110.06108242200001,203.308882677,54.882225523500004,148.42665715299998,258.1911082,121.085288499,53.945306397399996,67.1399821018,175.03059489700001,77.96939287809998,43.2222698792,34.747122999,121.191662757,144.940956235,71.8100052884,73.1309509469,216.75096152400002,4.39907832175,3.0137033782,150.942409545,23.2355986112,203.40787199599998,54.8982649607,4.0888373170999985,2.74859214194,114.390621939,40.8996766761,149.19534311299998,69.8175811238,0.9421079197490002,0.407425548589,0.879968971152,0.436195875784,0.588115499768,0.652658935508,0.961196357266,0.399334468064,66.49178471479999,0.371283043388,0.6323745696399999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6130264757739999,0.00775690394692,0.09130336548800001,0.235390339276,0.0,0.0,0.0,0.0,0.0,0.00110862100589,0.0,0.0,0.0101631146444,0.00307356974922,0.333753731976,124.98815399799999,43.919992459,81.068161539,168.90814645700002,77.2442739338,24.3480147831,52.8962591507,101.592288717,179.98589049400002,66.82980712220001,113.15608337200001,246.815697617,117.528096836,40.9448480944,76.5832487415,158.47294493,76.3912372649,24.552771498000002,51.83846576689999,100.944008763,157.002243951,64.41432833260001,92.5879156182,221.416572283,4.42737398648,3.0142812304000004,139.189157119,26.866523815,180.152163291,66.5998935687,4.3335755657,2.9420264351700003,122.464963142,32.9748696204,157.54724542,63.9390013268,0.96898632751,0.63264718848,0.7695778593519998,0.796574990204,0.6517493759699999,0.940586210553,0.9883654801470002,0.620242701803,88.0334121832,0.593152393853,0.364538693102,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.576113841893,0.0042086608350200005,0.18499067436500002,0.12596757061,0.07350099547069999,0.0245590025789,0.0275950594746,0.0412266162726,0.0,0.008422292440580001,0.0,0.0,0.0,0.00485219925549,0.0511133700681,140.774064129,53.4548585605,87.31920556809997,194.22892268900003,88.99959667579998,34.8983671121,54.10122956359999,123.897963788,203.507286371,68.6322302033,134.875056168,272.139516574,113.933073325,54.1517171946,59.7813561303,168.084790519,74.68411417519998,33.6197016479,41.0644125273,108.303815823,158.57472693,77.99198178119998,80.58274514859998,236.566708711,4.46678149351,3.02588190759,140.78106392700002,25.2981439579,203.538538693,68.5955747086,4.40596161038,2.95422778902,126.31371534600001,30.535373536399998,158.965994808,77.48349778859999,0.955187509579,0.603142143417,0.8380621368359998,0.6874357121870001,0.708704886048,0.8129107802609999,0.996880194604,0.577916829937,63.525778791499995,0.277214298648,0.316149468031,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0.563716810441,0.00494037740488,0.218895635008,0.227686174146,0.0,0.0,0.0,0.0,0.0,0.00581074947977,0.00127089813375,0.0,0.0016210895926,0.00366746669279,0.363793189112,105.992332303,50.5400092919,55.4523230112,156.532341595,58.444829456099995,29.83339665110001,28.611432805,88.2782261073,184.418518519,77.80881688489998,106.60970163399999,262.227335403,108.09413572700001,47.2964490244,60.7976867025,155.390584751,62.4177360893,28.309231555100002,34.1085045342,90.7269676444,170.246234571,72.5950934463,97.65114112459999,242.841328017,4.52149986747,3.0080582263,165.572750935,36.0243433407,184.47963234099998,77.7797608569,4.45008173014,2.97826475496,152.824534066,35.9714182405,170.416159507,72.4372317199,0.954447097037,0.590621326411,0.820028404762,0.6874357121870001,0.7212492963379998,0.781583861922,0.995515396637,0.566256245102,61.2007538225,0.467773334351,0.416020985731,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.533574001456,0.00737294182955,0.137090706923,0.216730210158,0.0,0.0,0.0,0.0,0.0,0.00774548234758,0.012871532176399999,0.0,0.288433464131,0.0666450333072,0.0747050816192,97.25338817030001,32.5356107285,64.71777744180001,129.788998899,74.0603283346,27.256470879200002,46.8038574554,101.316799214,184.254373403,53.4016598413,130.85271356200002,237.656033245,121.89025458,65.2165900448,56.673664535,187.106844625,89.0342256074,49.477005515100004,39.5572200923,138.511231122,140.521456823,63.7775125514,76.7439442717,204.298969375,4.684256796650001,2.99273580063,149.499914079,27.652541324899996,184.635692928,53.1521715606,4.74829732834,2.59039809981,136.467029536,37.7678073118,171.97094497,65.8742342634,0.976853854671,0.546216815243,0.823389781839,0.648021159875,0.736230890767,0.7247373183429999,0.992439196572,0.53763898413,57.8227561307,0.443463713079,0.493732094345,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.52238170322,0.017228413700900003,0.152831136863,0.252047509835,0.0,0.0,0.0,0.0,0.0,0.0014474992803900002,0.0138598545029,2.86714858852e-05,0.0618766334941,0.016356656543900002,0.224240103096,122.70853671399999,34.6194402429,88.0890964709,157.327976957,77.8967178191,19.8176072346,58.0791105845,97.7143250536,168.043461975,48.4309259,119.612536075,216.474387875,120.21974493,41.635077560700005,78.5846673697,161.854822491,80.9033601097,31.309995664200002,49.5933644455,112.213355774,147.62123151,50.1227668816,97.498464628,197.743998391,4.38032033781,2.98744993866,130.976413714,28.224680445,168.295285084,48.134396156,4.2416996585,2.8810072964099995,112.62960729299999,33.006351118299996,150.303064998,50.941439232700006,0.924582611683,0.564991918103,0.8733436256799999,0.598139939263,0.584851080497,0.893187549173,0.970174361924,0.538441051136,126.58980118299999,0.19219382865,0.30153848697700003,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.306174823476,0.00155626930435,0.122676334689,0.316626149137,0.0,0.0,0.0,0.0,0.0,0.0010798505148099998,0.0,0.0,0.0927138851427,0.0296887245298,0.137977879925,127.702749072,36.5279103273,91.1748387451,164.2306594,83.192993656,24.0915976803,59.101395975699994,107.284591336,162.713412201,41.913871254,120.79954094700001,204.627283455,121.569917589,55.556908676899994,66.01300891220001,177.126826266,85.1029645866,43.3441349929,41.7588295937,128.447099579,129.321304369,50.030259296800004,79.29104507239998,179.35156366599998,4.3436262546599975,2.9780657179900003,125.638999721,16.1832462378,163.947183099,41.6818414428,4.0894244196699985,2.68839755965,98.6921072933,28.720601402199996,138.193077733,56.103098150200005,0.974793792761,0.314091888715,0.8006616002789999,0.3824022825240001,0.7592607725269997,0.403253841834,0.98474683829,0.310917295259,40.24841689,0.261678090635,0.233486379579,1.0,0.0,1.0,0.0,0.0,0.0,0.0
